,,,,,,,,更新_20250502,
1169,10900605-1,109006,中野市農業協同組合,高丘地区,福島営業所,0009,長野県,,
1170,10900606-1,109006,中野市農業協同組合,長丘地区,福島営業所,0009,長野県,,
1171,10900607-1,109006,中野市農業協同組合,平岡地区,福島営業所,0009,長野県,,
1172,10900608-1,109006,中野市農業協同組合,科野地区,福島営業所,0009,長野県,,
1173,10900609-1,109006,中野市農業協同組合,倭地区,福島営業所,0009,長野県,,
1174,10900700-1,109007,ながの農業協同組合,本所,福島営業所,0009,長野県,,
1175,10900701-1,109007,ながの農業協同組合,豊洲生産,福島営業所,0009,長野県,,
1176,10900702-1,109007,ながの農業協同組合,井上生産資材,福島営業所,0009,長野県,,
1177,10900703-1,109007,ながの農業協同組合,仁礼生産資材,福島営業所,0009,長野県,,
1178,10900704-1,109007,ながの農業協同組合,高山生産資材,福島営業所,0009,長野県,,
1179,10900705-1,109007,ながの農業協同組合,山田生産,福島営業所,0009,長野県,,
1180,10900706-1,109007,ながの農業協同組合,須坂生産資材,福島営業所,0009,長野県,,
1181,10900707-1,109007,ながの農業協同組合,高甫生産資材,福島営業所,0009,長野県,,
1182,10900708-1,109007,ながの農業協同組合,日野生産資材,福島営業所,0009,長野県,,
1183,10900709-1,109007,ながの農業協同組合,旭ケ丘生産,福島営業所,0009,長野県,,
1184,10900710-1,109007,ながの農業協同組合,豊丘生産,福島営業所,0009,長野県,,
1185,10900711-1,109007,ながの農業協同組合,小布施生産資材,福島営業所,0009,長野県,,
1186,10900712-1,109007,ながの農業協同組合,須高宅配センター,福島営業所,0009,長野県,,
1187,10901100-1,109011,ながの農業協同組合,本所生産資材,福島営業所,0009,長野県,,
1188,10901101-1,109011,ながの農業協同組合,アグリサポートセンター上山田,福島営業所,0009,長野県,,
1189,10901102-1,109011,ながの農業協同組合,アグリサポート坂城,福島営業所,0009,長野県,,
1190,10901103-1,109011,ながの農業協同組合,力石生産資材,福島営業所,0009,長野県,,
1191,10901104-1,109011,ながの農業協同組合,村上生産資材,福島営業所,0009,長野県,,
1192,10901105-1,109011,ながの農業協同組合,南条生産資材,福島営業所,0009,長野県,,
1193,10901106-1,109011,ながの農業協同組合,中之条生産資材,福島営業所,0009,長野県,,
1194,10901107-1,109011,ながの農業協同組合,西部営農センター,福島営業所,0009,長野県,,
1195,10901108-1,109011,ながの農業協同組合,桑原生産資材,福島営業所,0009,長野県,,
1196,10901109-1,109011,ながの農業協同組合,稲荷山生産資材,福島営業所,0009,長野県,,
1197,10901110-1,109011,ながの農業協同組合,中部営農センター,福島営業所,0009,長野県,,
1198,10901111-1,109011,ながの農業協同組合,戸倉生産資材,福島営業所,0009,長野県,,
1199,10901112-1,109011,ながの農業協同組合,更級生産資材,福島営業所,0009,長野県,,
1200,10901113-1,109011,ながの農業協同組合,埴生生産資材,福島営業所,0009,長野県,,
1201,10901114-1,109011,ながの農業協同組合,杭瀬下生産資材,福島営業所,0009,長野県,,
1202,10901119-1,109011,ながの農業協同組合,南部配送センター,福島営業所,0009,長野県,,
1203,10901120-1,109011,ながの農業協同組合,アグリハウスちくま,福島営業所,0009,長野県,,
1204,10901121-1,109011,ながの農業協同組合,アグリサポート屋代,福島営業所,0009,長野県,,
1205,10901122-1,109011,ながの農業協同組合,アグリサポート八幡,福島営業所,0009,長野県,,
1206,10901201-1,109012,ながの　農業協同組合,ＪＡＦながの中部店,福島営業所,0009,長野県,,
1207,10901202-1,109012,ながの　農業協同組合,ながの営農センター,福島営業所,0009,長野県,,
1208,10901203-1,109012,ながの　農業協同組合,古里生産資材,福島営業所,0009,長野県,,
1209,10901204-1,109012,ながの　農業協同組合,アグリながぬま生産,福島営業所,0009,長野県,,
1210,10901205-1,109012,ながの　農業協同組合,柳原生産資材,福島営業所,0009,長野県,,
1211,10901206-1,109012,ながの　農業協同組合,朝陽生産資材,福島営業所,0009,長野県,,
1212,10901207-1,109012,ながの　農業協同組合,長野平南生産資材,福島営業所,0009,長野県,,
1213,10901208-1,109012,ながの　農業協同組合,芹田生産資材,福島営業所,0009,長野県,,
1214,10901209-1,109012,ながの　農業協同組合,古牧生産資材,福島営業所,0009,長野県,,
1215,10901210-1,109012,ながの　農業協同組合,安茂里生産資材,福島営業所,0009,長野県,,
1216,10901211-1,109012,ながの　農業協同組合,浅川生産資材,福島営業所,0009,長野県,,
1217,10901212-1,109012,ながの　農業協同組合,豊野町生産資材,福島営業所,0009,長野県,,
1218,10901213-1,109012,ながの　農業協同組合,豊野町東生産資材,福島営業所,0009,長野県,,
1219,10901400-1,109014,信州うえだ農業協同組合,本所,福島営業所,0009,長野県,,
1220,10901403-1,109014,信州うえだ農業協同組合,Ｇ．ファームしおだ,福島営業所,0009,長野県,,
1221,10901404-1,109014,信州うえだ農業協同組合,東部町営農センター,福島営業所,0009,長野県,,
1222,10901405-1,109014,信州うえだ農業協同組合,滋野支所,福島営業所,0009,長野県,,
1223,10901406-1,109014,信州うえだ農業協同組合,田中支所,福島営業所,0009,長野県,,
1224,10901407-1,109014,信州うえだ農業協同組合,祢津支所,福島営業所,0009,長野県,,
1225,10901408-1,109014,信州うえだ農業協同組合,和支所,福島営業所,0009,長野県,,
1226,10901409-1,109014,信州うえだ農業協同組合,上田東営農センター,福島営業所,0009,長野県,,
1227,10901410-1,109014,信州うえだ農業協同組合,神川支所,福島営業所,0009,長野県,,
1228,10901411-1,109014,信州うえだ農業協同組合,豊里支所,福島営業所,0009,長野県,,
1229,10901412-1,109014,信州うえだ農業協同組合,殿城支所,福島営業所,0009,長野県,,
1230,10901413-1,109014,信州うえだ農業協同組合,神科支所,福島営業所,0009,長野県,,
1231,10901414-1,109014,信州うえだ農業協同組合,上田支所,福島営業所,0009,長野県,,
1232,10901415-1,109014,信州うえだ農業協同組合,上田駅前支所,福島営業所,0009,長野県,,
1233,10901416-1,109014,信州うえだ農業協同組合,古里支所,福島営業所,0009,長野県,,
1234,10901417-1,109014,信州うえだ農業協同組合,西部営農センター,福島営業所,0009,長野県,,
1235,10901418-1,109014,信州うえだ農業協同組合,塩尻支所,福島営業所,0009,長野県,,
1236,10901419-1,109014,信州うえだ農業協同組合,川辺支所,福島営業所,0009,長野県,,
1237,10901420-1,109014,信州うえだ農業協同組合,泉田支所,福島営業所,0009,長野県,,
1238,10901421-1,109014,信州うえだ農業協同組合,城下支所,福島営業所,0009,長野県,,
1239,10901422-1,109014,信州うえだ農業協同組合,宝賀支所,福島営業所,0009,長野県,,
1240,10901423-1,109014,信州うえだ農業協同組合,浦里支所,福島営業所,0009,長野県,,
1241,10901424-1,109014,信州うえだ農業協同組合,古舟支所,福島営業所,0009,長野県,,
1242,10901425-1,109014,信州うえだ農業協同組合,秋和支所,福島営業所,0009,長野県,,
1243,10901426-1,109014,信州うえだ農業協同組合,青木支所,福島営業所,0009,長野県,,
1244,10901427-1,109014,信州うえだ農業協同組合,塩田営農センター,福島営業所,0009,長野県,,
1245,10901428-1,109014,信州うえだ農業協同組合,別所支所,福島営業所,0009,長野県,,
1246,10901429-1,109014,信州うえだ農業協同組合,西塩田支所,福島営業所,0009,長野県,,
1247,10901430-1,109014,信州うえだ農業協同組合,中塩田支所,福島営業所,0009,長野県,,
1248,10901431-1,109014,信州うえだ農業協同組合,東塩田支所,福島営業所,0009,長野県,,
1249,10901432-1,109014,信州うえだ農業協同組合,富士山支所,福島営業所,0009,長野県,,
1250,10901433-1,109014,信州うえだ農業協同組合,下之郷支所,福島営業所,0009,長野県,,
1251,10901434-1,109014,信州うえだ農業協同組合,グリーンファーム真田,福島営業所,0009,長野県,,
1252,10999901-1,109999,ＪＡ全農長野,生産資材課,福島営業所,0009,長野県,,
1253,11000001-1,110000,全農東京都本部,農産資材課,関東営業所,0010,東京都,,
1254,11000400-1,110004,にしたま　農業協同組合,本店,関東営業所,0010,東京都,,
1255,11000401-1,110004,にしたま　農業協同組合,本店・経済課,関東営業所,0010,東京都,,
1256,11000600-1,110006,東京みなみ　農業協同組合,本店,関東営業所,0010,東京都,,
1257,11000601-1,110006,東京みなみ　農業協同組合,日野支店,関東営業所,0010,東京都,,
1258,11000602-1,110006,東京みなみ　農業協同組合,七生支店,関東営業所,0010,東京都,,
1259,11000603-1,110006,東京みなみ　農業協同組合,多摩支店,関東営業所,0010,東京都,,
1260,11000604-1,110006,東京みなみ　農業協同組合,稲城支店,関東営業所,0010,東京都,,
1261,11000700-1,110007,町田市　農業協同組合,本店,関東営業所,0010,東京都,,
1262,11000701-1,110007,町田市　農業協同組合,鶴川支店,関東営業所,0010,東京都,,
1263,11000702-1,110007,町田市　農業協同組合,町田支店,関東営業所,0010,東京都,,
1264,11000703-1,110007,町田市　農業協同組合,忠生支店,関東営業所,0010,東京都,,
1265,11000704-1,110007,町田市　農業協同組合,堺支店,関東営業所,0010,東京都,,
1266,11000705-1,110007,町田市　農業協同組合,南支店,関東営業所,0010,東京都,,
1267,11000707-1,110007,町田市　農業協同組合,堺支店,関東営業所,0010,東京都,,
1268,11001200-1,110012,東京むさし　農業協同組合,本店,関東営業所,0010,東京都,,
1269,11001202-1,110012,東京むさし　農業協同組合,小平ファーマーズマーケット,関東営業所,0010,東京都,,
1270,11001203-1,110012,東京むさし　農業協同組合,国分寺ファーマーズＭ,関東営業所,0010,東京都,,
1271,11001204-1,110012,東京むさし　農業協同組合,小金井経済センター,関東営業所,0010,東京都,,
1272,11001207-1,110012,東京むさし　農業協同組合,国分寺支店,関東営業所,0010,東京都,,
1273,11001300-1,110013,東京中央農業協同組合,千歳生活センター,関東営業所,0010,東京都,,
1274,11001303-1,110013,東京中央　農業協同組合,砧地区生活センター,関東営業所,0010,東京都,,
1275,11001304-1,110013,東京中央　農業協同組合,千歳生活センター　荻窪出張所,関東営業所,0010,東京都,,
1276,11200000-1,112000,全農千葉県本部,生産資材物流部資材課,関東営業所,0012,千葉県,,
1277,11200100-1,112001,いすみ　農業協同組合,本所,関東営業所,0012,千葉県,,
1278,11200102-1,112001,いすみ　農業協同組合,大原御宿地区購買店舗,関東営業所,0012,千葉県,,
1279,11200103-1,112001,いすみ　農業協同組合,夷隅地区購買店舗,関東営業所,0012,千葉県,,
1280,11200106-1,112001,いすみ　農業協同組合,中根支所,関東営業所,0012,千葉県,,
1281,11200107-1,112001,いすみ　農業協同組合,岬支所,関東営業所,0012,千葉県,,
1282,11200108-1,112001,いすみ　農業協同組合,夷隅支所,関東営業所,0012,千葉県,,
1283,11200109-1,112001,いすみ　農業協同組合,夷隅地区購買店舗,関東営業所,0012,千葉県,,
1284,11200110-1,112001,いすみ　農業協同組合,大多喜地区購買店舗,関東営業所,0012,千葉県,,
1285,11200111-1,112001,いすみ　農業協同組合,岬出張所,関東営業所,0012,千葉県,,
1286,11200112-1,112001,いすみ　農業協同組合,勝浦支所,関東営業所,0012,千葉県,,
1287,11200113-1,112001,いすみ　農業協同組合,大多喜支所,関東営業所,0012,千葉県,,
1288,11200114-1,112001,いすみ　農業協同組合,西畑支所,関東営業所,0012,千葉県,,
1289,11200115-1,112001,いすみ　農業協同組合,大原・御宿地区購買店,関東営業所,0012,千葉県,,
1290,11200116-1,112001,いすみ　農業協同組合,大原支所,関東営業所,0012,千葉県,,
1291,11200117-1,112001,いすみ　農業協同組合,御宿支所,関東営業所,0012,千葉県,,
1292,11200118-1,112001,いすみ　農業協同組合,岬地区購買店舗,関東営業所,0012,千葉県,,
1293,11200121-1,112001,いすみ　農業協同組合,勝浦地区購買店舗,関東営業所,0012,千葉県,,
1294,11200402-1,112004,きみつ　農業協同組合,小糸経済センター,関東営業所,0012,千葉県,,
1295,11200403-1,112004,きみつ　農業協同組合,清和経済サブセンター,関東営業所,0012,千葉県,,
1296,11200404-1,112004,きみつ　農業協同組合,上総購買店,関東営業所,0012,千葉県,,
1297,11200406-1,112004,きみつ　農業協同組合,君津経済サブセンター,関東営業所,0012,千葉県,,
1298,11200413-1,112004,きみつ　農業協同組合,平川経済センター,関東営業所,0012,千葉県,,
1299,11200415-1,112004,きみつ　農業協同組合,富津経済センター大佐和,関東営業所,0012,千葉県,,
1300,11200416-1,112004,きみつ　農業協同組合,天羽購買店,関東営業所,0012,千葉県,,
1301,11200417-1,112004,きみつ　農業協同組合,小櫃経済センター,関東営業所,0012,千葉県,,
1302,11201004-1,112010,富里市　農業協同組合,生活部購買生活課,関東営業所,0012,千葉県,,
1303,11201911-1,112019,市原市　農業協同組合,西部営農センター,関東営業所,0012,千葉県,,
1304,11201913-1,112019,市原市　農業協同組合,高滝営農サブセンター,関東営業所,0012,千葉県,,
1305,11201915-1,112019,市原市　農業協同組合,南部営農センタ－,関東営業所,0012,千葉県,,
1306,11201916-1,112019,市原市　農業協同組合,中央営農センター,関東営業所,0012,千葉県,,
1307,11201917-1,112019,市原市　農業協同組合,東海営農サブセンター,関東営業所,0012,千葉県,,
1308,11202002-1,112020,かとり　農業協同組合,栗源経済センター,関東営業所,0012,千葉県,,
1309,11202003-1,112020,かとり　農業協同組合,下総神崎経済センター,関東営業所,0012,千葉県,,
1310,11202004-1,112020,かとり　農業協同組合,山田経済センター,関東営業所,0012,千葉県,,
1311,11202005-1,112020,かとり　農業協同組合,大栄経済センター,関東営業所,0012,千葉県,,
1312,11202006-1,112020,かとり　農業協同組合,小見川経済センター,関東営業所,0012,千葉県,,
1313,11202007-1,112020,かとり　農業協同組合,東庄経済センター,関東営業所,0012,千葉県,,
1314,11202008-1,112020,かとり　農業協同組合,佐原経済センター,関東営業所,0012,千葉県,,
1315,11202009-1,112020,かとり　農業協同組合,多古経済センター,関東営業所,0012,千葉県,,
1316,11202813-1,112028,安房　農業協同組合,長挟支店,関東営業所,0012,千葉県,,
1317,11202814-1,112028,安房　農業協同組合,江見支店,関東営業所,0012,千葉県,,
1318,11202816-1,112028,安房　農業協同組合,鴨川経済センター,関東営業所,0012,千葉県,,
1319,11203000-1,112030,八千代市農業協同組合,本店・経済センター,関東営業所,0012,千葉県,,
1320,11203101-1,112031,ちば東葛　農業協同組合,富勢支店,関東営業所,0012,千葉県,,
1320,11203101-1,112031,ちば東葛　農業協同組合,柏経済センター,関東営業所,0012,千葉県,,
1321,11203103-1,112031,ちば東葛　農業協同組合,土支店,関東営業所,0012,千葉県,,
1322,11203106-1,112031,ちば東葛　農業協同組合,手賀経済センタ－,関東営業所,0012,千葉県,,
1323,11203107-1,112031,ちば東葛　農業協同組合,我孫子支所,関東営業所,0012,千葉県,,
1324,11203108-1,112031,ちば東葛　農業協同組合,土経済センター,関東営業所,0012,千葉県,,
1325,11203109-1,112031,ちば東葛　農業協同組合,湖北支店,関東営業所,0012,千葉県,,
1326,11203110-1,112031,ちば東葛　農業協同組合,風早支店,関東営業所,0012,千葉県,,
1327,11203111-1,112031,ちば東葛　農業協同組合,東部経済センター,関東営業所,0012,千葉県,,
1328,11203200-1,112032,千葉みらい　農業協同組合,本店・指導経済部購買課,関東営業所,0012,千葉県,,
1329,11203201-1,112032,千葉みらい　農業協同組合,千葉西部営農センター,関東営業所,0012,千葉県,,
1330,11203202-1,112032,千葉みらい　農業協同組合,習志野営農センター,関東営業所,0012,千葉県,,
1331,11203203-1,112032,千葉みらい　農業協同組合,千葉東部営農センター,関東営業所,0012,千葉県,,
1332,11203206-1,112032,千葉みらい　農業協同組合,千葉南部営農センター,関東営業所,0012,千葉県,,
1333,11203208-1,112032,千葉みらい　農業協同組合,千葉西部営農センター,関東営業所,0012,千葉県,,
1334,11203211-1,112032,千葉みらい農業協同組合,千葉西部営農センター,関東営業所,0012,千葉県,,
1335,11203212-1,112032,千葉みらい　農業協同組合,園芸資材センター,関東営業所,0012,千葉県,,
1336,11203216-1,112032,千葉みらい　農業協同組合,四街道購買店舗,関東営業所,0012,千葉県,,
1337,11203217-1,112032,千葉みらい　農業協同組合,佐倉四街道営農センター,関東営業所,0012,千葉県,,
1338,11203218-1,112032,千葉みらい　農業協同組合,八街購買店舗,関東営業所,0012,千葉県,,
1339,11203301-1,112033,いちかわ　農業協同組合,市川経済センター,関東営業所,0012,千葉県,,
1340,11203401-1,112034,安房　農業協同組合,丸山支店,関東営業所,0012,千葉県,,
1341,11203402-1,112034,安房　農業協同組合,千倉支店,関東営業所,0012,千葉県,,
1342,11203403-1,112034,安房　農業協同組合,豊房支店,関東営業所,0012,千葉県,,
1343,11203404-1,112034,安房　農業協同組合,和田支店,関東営業所,0012,千葉県,,
1344,11203405-1,112034,安房　農業協同組合,富山支店,関東営業所,0012,千葉県,,
1345,11203406-1,112034,安房　農業協同組合,北条支店,関東営業所,0012,千葉県,,
1346,11203407-1,112034,安房　農業協同組合,鋸南支店,関東営業所,0012,千葉県,,
1347,11203408-1,112034,安房　農業協同組合,神戸支店,関東営業所,0012,千葉県,,
1348,11203409-1,112034,安房　農業協同組合,小湊支店,関東営業所,0012,千葉県,,
1349,11203410-1,112034,安房　農業協同組合,三芳支店,関東営業所,0012,千葉県,,
1350,11203411-1,112034,安房　農業協同組合,館野支店,関東営業所,0012,千葉県,,
1351,11203412-1,112034,安房　農業協同組合,白浜支店,関東営業所,0012,千葉県,,
1352,11203414-1,112034,安房　農業協同組合,長狭支店,関東営業所,0012,千葉県,,
1353,11203415-1,112034,安房　農業協同組合,鴨川支店,関東営業所,0012,千葉県,,
1354,11203417-1,112034,安房　農業協同組合,江見支店,関東営業所,0012,千葉県,,
1355,11203418-1,112034,安房　農業協同組合,富浦支店,関東営業所,0012,千葉県,,
1356,11203499-1,112034,安房　農業協同組合,営農経済部生活購買課,関東営業所,0012,千葉県,,
1357,11202101-1,112021,木更津市農業協同組合,生産資材課・営農館,関東営業所,0012,千葉県,,
1358,11240037-1,112400,木更津市農業協同組合,富来田経済センター,関東営業所,0012,千葉県,,
1359,11240038-1,112400,木更津市農業協同組合,中央支店,関東営業所,0012,千葉県,,
1360,11240039-1,112400,木更津市農業協同組合,清川支店,関東営業所,0012,千葉県,,
1361,11240040-1,112400,木更津市農業協同組合,真船支店,関東営業所,0012,千葉県,,
1362,11240041-1,112400,木更津市農業協同組合,中郷経済センター,関東営業所,0012,千葉県,,
1363,11300100-1,113001,全農埼玉県本部,園芸資材課,関東営業所,0013,埼玉県,,
1364,11301811-1,113018,ふかや農業協同組合,幡羅支店,関東営業所,0013,埼玉県,,
1365,11301830-1,113018,ふかや農業協同組合,寄居桜沢支店,関東営業所,0013,埼玉県,,
1366,11301831-1,113018,ふかや農業協同組合,用土支店,関東営業所,0013,埼玉県,,
1367,11301835-1,113018,ふかや農業協同組合,城南支店,関東営業所,0013,埼玉県,,
1368,11301836-1,113018,ふかや農業協同組合,男衾支店,関東営業所,0013,埼玉県,,
1369,11301837-1,113018,ふかや農業協同組合,川本支店,関東営業所,0013,埼玉県,,
1370,11301900-1,113019,ほくさい　農業協同組合,本店,関東営業所,0013,埼玉県,,
1371,11301901-1,113019,ほくさい　農業協同組合,営農部,関東営業所,0013,埼玉県,,
1372,11301903-1,113019,ほくさい　農業協同組合,埼玉志多見直売所,関東営業所,0013,埼玉県,,
1373,11301904-1,113019,ほくさい　農業協同組合,南河原支店,関東営業所,0013,埼玉県,,
1374,11301905-1,113019,ほくさい　農業協同組合,埼玉志多見支店,関東営業所,0013,埼玉県,,
1375,11301906-1,113019,ほくさい　農業協同組合,新郷支店,関東営業所,0013,埼玉県,,
1376,11301907-1,113019,ほくさい　農業協同組合,加須直売所,関東営業所,0013,埼玉県,,
1377,11301909-1,113019,ほくさい　農業協同組合,北川辺農産直売所,関東営業所,0013,埼玉県,,
1378,11301910-1,113019,ほくさい　農業協同組合,行田直売所,関東営業所,0013,埼玉県,,
1379,11301915-1,113019,ほくさい　農業協同組合,川里中央支店,関東営業所,0013,埼玉県,,
1380,11301916-1,113019,ほくさい　農業協同組合,大利根営農経済センター,関東営業所,0013,埼玉県,,
1381,11301917-1,113019,ほくさい　農業協同組合,北川辺支店,関東営業所,0013,埼玉県,,
1382,11301919-1,113019,ほくさい　農業協同組合,原道支店,関東営業所,0013,埼玉県,,
1383,11301920-1,113019,ほくさい　農業協同組合,東支店,関東営業所,0013,埼玉県,,
1384,11301922-1,113019,ほくさい　農業協同組合,水深支店,関東営業所,0013,埼玉県,,
1385,11301923-1,113019,ほくさい　農業協同組合,大桑支店,関東営業所,0013,埼玉県,,
1386,11301926-1,113019,ほくさい　農業協同組合,加須西支店,関東営業所,0013,埼玉県,,
1387,11301927-1,113019,ほくさい　農業協同組合,豊野支店,関東営業所,0013,埼玉県,,
1388,11301928-1,113019,ほくさい　農業協同組合,加須北支店,関東営業所,0013,埼玉県,,
1389,11301929-1,113019,ほくさい　農業協同組合,加須中央支店,関東営業所,0013,埼玉県,,
1390,11301932-1,113019,ほくさい　農業協同組合,行田中央支店,関東営業所,0013,埼玉県,,
1391,11301933-1,113019,ほくさい　農業協同組合,行田北支店,関東営業所,0013,埼玉県,,
1392,11301934-1,113019,ほくさい　農業協同組合,行田中部支店,関東営業所,0013,埼玉県,,
1393,11301935-1,113019,ほくさい　農業協同組合,行田西支店,関東営業所,0013,埼玉県,,
1394,11301936-1,113019,ほくさい　農業協同組合,行田南支店,関東営業所,0013,埼玉県,,
1395,11301937-1,113019,ほくさい　農業協同組合,太田支店,関東営業所,0013,埼玉県,,
1396,11340078-1,113020,ほくさい　農業協同組合,羽生営農経済センター,関東営業所,0013,埼玉県,,
1397,11302200-1,113022,さいかつ農業協同組合,本店,関東営業所,0013,埼玉県,,
1398,11302201-1,113022,さいかつ農業協同組合,本店経済課,関東営業所,0013,埼玉県,,
1399,11302205-1,113022,さいかつ農業協同組合,南部経済センター,関東営業所,0013,埼玉県,,
1400,11302221-1,113022,さいかつ農業協同組合,八潮八篠支店,関東営業所,0013,埼玉県,,
1401,11302231-1,113022,さいかつ農業協同組合,北部経済センター,関東営業所,0013,埼玉県,,
1402,11302233-1,113022,さいかつ農業協同組合,潮止支店,関東営業所,0013,埼玉県,,
1403,11302234-1,113022,さいかつ農業協同組合,フレッシュファーム,関東営業所,0013,埼玉県,,
1404,11302901-1,113029,ふかや　農業協同組合,用土支所,関東営業所,0013,埼玉県,,
1405,11302902-1,113029,ふかや　農業協同組合,寄居支所,関東営業所,0013,埼玉県,,
1406,11302903-1,113029,ふかや　農業協同組合,寄居桜沢支店,関東営業所,0013,埼玉県,,
1407,11302904-1,113029,ふかや　農業協同組合,折原支所,関東営業所,0013,埼玉県,,
1408,11302905-1,113029,ふかや　農業協同組合,城南支店,関東営業所,0013,埼玉県,,
1409,11302906-1,113029,ふかや　農業協同組合,男衾支所,関東営業所,0013,埼玉県,,
1410,11302908-1,113029,ふかや　農業協同組合,川本支店,関東営業所,0013,埼玉県,,
1411,11302910-1,113029,ふかや　農業協同組合,南部営農経済センター,関東営業所,0013,埼玉県,,
1412,11302911-1,113029,ふかや　農業協同組合,北部営農経済センター,関東営業所,0013,埼玉県,,
1413,11304004-1,113040,くまがや　農業協同組合,市田支店,関東営業所,0013,埼玉県,,
1414,11304005-1,113040,くまがや　農業協同組合,経済部経済課,関東営業所,0013,埼玉県,,
1415,11304013-1,113040,くまがや　農業協同組合,成田支店,関東営業所,0013,埼玉県,,
1416,11304016-1,113040,くまがや　農業協同組合,東部営農経済センター,関東営業所,0013,埼玉県,,
1417,11304017-1,113040,くまがや　農業協同組合,西部営農経済センター,関東営業所,0013,埼玉県,,
1418,11304018-1,113040,くまがや　農業協同組合,南部営農経済センター,関東営業所,0013,埼玉県,,
1419,11304019-1,113040,くまがや　農業協同組合,北部営農経済センター,関東営業所,0013,埼玉県,,
1420,11304103-1,113041,ちちぶ　農業協同組合,西部配送センター,関東営業所,0013,埼玉県,,
1421,11304107-1,113041,ちちぶ　農業協同組合,長瀞直売所,関東営業所,0013,埼玉県,,
1422,11304137-1,113041,ちちぶ　農業協同組合,長瀞支店,関東営業所,0013,埼玉県,,
1423,11304138-1,113041,ちちぶ　農業協同組合,中央配送センター,関東営業所,0013,埼玉県,,
1424,11304139-1,113041,ちちぶ　農業協同組合,下郷支店,関東営業所,0013,埼玉県,,
1425,11304200-1,113042,南彩　農業協同組合,本店・経済部,関東営業所,0013,埼玉県,,
1426,11304201-1,113042,南彩　農業協同組合,菖蒲グリーンセンター,関東営業所,0013,埼玉県,,
1427,11304203-1,113042,南彩　農業協同組合,蓮田経済センター,関東営業所,0013,埼玉県,,
1428,11304204-1,113042,南彩　農業協同組合,河合支店,関東営業所,0013,埼玉県,,
1429,11304205-1,113042,南彩　農業協同組合,慈恩寺支店,関東営業所,0013,埼玉県,,
1430,11304207-1,113042,南彩　農業協同組合,川通支店,関東営業所,0013,埼玉県,,
1431,11304208-1,113042,南彩　農業協同組合,岩槻城南支店,関東営業所,0013,埼玉県,,
1432,11304209-1,113042,南彩　農業協同組合,柏崎支店,関東営業所,0013,埼玉県,,
1433,11304210-1,113042,南彩　農業協同組合,新和支店,関東営業所,0013,埼玉県,,
1434,11304212-1,113042,南彩　農業協同組合,岩槻営農経済センター,関東営業所,0013,埼玉県,,
1435,11304213-1,113042,南彩　農業協同組合,宮代支店,関東営業所,0013,埼玉県,,
1436,11304214-1,113042,南彩　農業協同組合,久喜中央支店,関東営業所,0013,埼玉県,,
1437,11304215-1,113042,南彩　農業協同組合,春日部南支店,関東営業所,0013,埼玉県,,
1438,11304217-1,113042,南彩　農業協同組合,春日部センタ（春日部,関東営業所,0013,埼玉県,,
1439,11304218-1,113042,南彩　農業協同組合,春日部センター（豊春,関東営業所,0013,埼玉県,,
1440,11304219-1,113042,南彩　農業協同組合,春日部センター（武里,関東営業所,0013,埼玉県,,
1441,11304222-1,113042,南彩　農業協同組合,須賀支店,関東営業所,0013,埼玉県,,
1442,11304223-1,113042,南彩　農業協同組合,白岡大山支店,関東営業所,0013,埼玉県,,
1443,11304224-1,113042,南彩　農業協同組合,大山支店,関東営業所,0013,埼玉県,,
1444,11304225-1,113042,南彩　農業協同組合,日勝支店,関東営業所,0013,埼玉県,,
1445,11304226-1,113042,南彩　農業協同組合,清久支店,関東営業所,0013,埼玉県,,
1446,11304227-1,113042,南彩　農業協同組合,太田支店,関東営業所,0013,埼玉県,,
1447,11304229-1,113042,南彩　農業協同組合,蓮田支店,関東営業所,0013,埼玉県,,
1448,11304230-1,113042,南彩　農業協同組合,平野支店,関東営業所,0013,埼玉県,,
1449,11304231-1,113042,南彩　農業協同組合,北支店,関東営業所,0013,埼玉県,,
1450,11304232-1,113042,南彩　農業協同組合,久喜江面支店,関東営業所,0013,埼玉県,,
1451,11304234-1,113042,南彩　農業協同組合,春日部営農センター,関東営業所,0013,埼玉県,,
1452,11304235-1,113042,南彩　農業協同組合,久喜営農経済センター,関東営業所,0013,埼玉県,,
1453,11304236-1,113042,南彩　農業協同組合,白岡・宮代経済センタ,関東営業所,0013,埼玉県,,
1454,11304301-1,113043,花園　農業協同組合,経済課,関東営業所,0013,埼玉県,,
1455,11304500-1,113045,越谷市　農業協同組合,本所,関東営業所,0013,埼玉県,,
1456,11304511-1,113045,越谷市　農業協同組合,経済センター,関東営業所,0013,埼玉県,,
1457,11304512-1,113045,越谷市　農業協同組合,経済センター（新方）,関東営業所,0013,埼玉県,,
1458,11304513-1,113045,越谷市　農業協同組合,経済センター（北支店,関東営業所,0013,埼玉県,,
1459,11304514-1,113045,越谷市　農業協同組合,経済センター（増林）,関東営業所,0013,埼玉県,,
1460,11304515-1,113045,越谷市　農業協同組合,経済センター（大袋）,関東営業所,0013,埼玉県,,
1461,11304516-1,113045,越谷市　農業協同組合,経済センター（西支店,関東営業所,0013,埼玉県,,
1462,11304517-1,113045,越谷市　農業協同組合,経済センター（中央）,関東営業所,0013,埼玉県,,
1463,11304518-1,113045,越谷市　農業協同組合,経済センター（蒲生）,関東営業所,0013,埼玉県,,
1464,11304519-1,113045,越谷市　農業協同組合,経済センター（大沢）,関東営業所,0013,埼玉県,,
